id,column,category,subcategory,label,pronunciation,subject_mode,parent_photo_behavior,phase,core,growth_stage,meal_context,is_gestalt,gestalt_type,gestalt_meaning,gestalt_target_words,descriptive_clues,audience,authoring_kind,status,notes,prompt_template,listen_variants,sort_order
food.drinks.milk_whole,Nouns,Food,Drinks,whole milk,,object,none,v1_extended,FALSE,stage_5plus,drinks,FALSE,,,,Whole milk is a kind of milk. | You can drink it in a cup or pour it on cereal. | It is cold and good for you.,universal,canonical,draft,,"A {style} of a glass of milk with a red cap jug beside it — a plain drink in a clear cup, no face, eyes, or mouth.",,10
food.drinks.milk_2,Nouns,Food,Drinks,two percent milk,,object,none,v1_extended,FALSE,stage_5plus,drinks,FALSE,,,,Two percent milk is a kind of milk. | You can drink it in a cup or pour it on cereal. | It is cold and good for you.,universal,canonical,draft,,"A {style} of a glass of milk with a blue cap jug beside it — a plain drink in a clear cup, no face, eyes, or mouth.",,11
food.drinks.milk_1,Nouns,Food,Drinks,one percent milk,,object,none,v1_extended,FALSE,stage_5plus,drinks,FALSE,,,,One percent milk is a kind of milk. | You can drink it in a cup or pour it on cereal. | It is cold and good for you.,universal,canonical,draft,,"A {style} of a glass of milk with a light blue cap jug beside it — a plain drink in a clear cup, no face, eyes, or mouth.",,12
food.drinks.milk_skim,Nouns,Food,Drinks,skim milk,,object,none,v1_extended,FALSE,stage_5plus,drinks,FALSE,,,,Skim milk is a kind of milk. | You can drink it in a cup or pour it on cereal. | It is cold and good for you.,universal,canonical,draft,,"A {style} of a glass of milk with a purple cap jug beside it — a plain drink in a clear cup, no face, eyes, or mouth.",,13
food.drinks.milk_almond,Nouns,Food,Drinks,almond milk,,object,none,v1_extended,FALSE,stage_5plus,drinks,FALSE,,,,Almond milk is a kind of milk. | You can drink it in a cup or pour it on cereal. | It is cold and good for you.,universal,canonical,draft,,"A {style} of a glass of almond milk with almonds beside it — a plain drink in a clear cup, no face, eyes, or mouth.",,14
food.drinks.milk_oat,Nouns,Food,Drinks,oat milk,,object,none,v1_extended,FALSE,stage_5plus,drinks,FALSE,,,,Oat milk is a kind of milk. | You can drink it in a cup or pour it on cereal. | It is cold and good for you.,universal,canonical,draft,,"A {style} of a glass of oat milk with oats beside it — a plain drink in a clear cup, no face, eyes, or mouth.",,15
food.drinks.milk_soy,Nouns,Food,Drinks,soy milk,,object,none,v1_extended,FALSE,stage_5plus,drinks,FALSE,,,,Soy milk is a kind of milk. | You can drink it in a cup or pour it on cereal. | It is cold and good for you.,universal,canonical,draft,,"A {style} of a glass of soy milk — a plain drink in a clear cup, no face, eyes, or mouth.",,16
food.anytime.white_bread,Nouns,Food,Grains,white bread,,object,none,v1_extended,FALSE,stage_5plus,anytime,FALSE,,,,White bread is made from grain. | You can eat it at a meal or with a snack. | It is soft or crunchy.,universal,canonical,draft,,"A {style} of a slice of soft white bread — a plain food item on a plain plate, no face, eyes, or mouth.",,1
food.anytime.wheat_bread,Nouns,Food,Grains,wheat bread,,object,none,v1_extended,FALSE,stage_5plus,anytime,FALSE,,,,Wheat bread is made from grain. | You can eat it at a meal or with a snack. | It is soft or crunchy.,universal,canonical,draft,,"A {style} of a slice of brown wheat bread — a plain food item on a plain plate, no face, eyes, or mouth.",,2
food.anytime.tortilla,Nouns,Food,Grains,tortilla,,object,none,v1_extended,FALSE,stage_5plus,anytime,FALSE,,,,Tortilla is made from grain. | You can eat it at a meal or with a snack. | It is soft or crunchy.,universal,canonical,draft,,"A {style} of a round flat tortilla — a plain food item on a plain plate, no face, eyes, or mouth.",,3
food.anytime.english_muffin,Nouns,Food,Grains,english muffin,,object,none,v1_extended,FALSE,stage_5plus,anytime,FALSE,,,,English muffin is made from grain. | You can eat it at a meal or with a snack. | It is soft or crunchy.,universal,canonical,draft,,"A {style} of a toasted english muffin half — a plain food item on a plain plate, no face, eyes, or mouth.",,4
food.anytime.pita,Nouns,Food,Grains,pita bread,,object,none,v1_extended,FALSE,stage_5plus,anytime,FALSE,,,,Pita bread is made from grain. | You can eat it at a meal or with a snack. | It is soft or crunchy.,universal,canonical,draft,,"A {style} of a round pocket of pita bread — a plain food item on a plain plate, no face, eyes, or mouth.",,5
food.anytime.breadsticks,Nouns,Food,Grains,breadstick,,object,none,v1_extended,FALSE,stage_5plus,anytime,FALSE,,,,Breadstick is made from grain. | You can eat it at a meal or with a snack. | It is soft or crunchy.,universal,canonical,draft,,"A {style} of a golden breadstick — a plain food item on a plain plate, no face, eyes, or mouth.",,6
food.anytime.naan,Nouns,Food,Grains,naan,,object,none,v1_extended,FALSE,stage_5plus,anytime,FALSE,,,,Naan is made from grain. | You can eat it at a meal or with a snack. | It is soft or crunchy.,universal,canonical,draft,,"A {style} of a piece of soft naan bread — a plain food item on a plain plate, no face, eyes, or mouth.",,7
food.anytime.cornbread,Nouns,Food,Grains,cornbread,,object,none,v1_extended,FALSE,stage_5plus,anytime,FALSE,,,,Cornbread is made from grain. | You can eat it at a meal or with a snack. | It is soft or crunchy.,universal,canonical,draft,,"A {style} of a square of cornbread — a plain food item on a plain plate, no face, eyes, or mouth.",,8
food.anytime.cheese_slice,Nouns,Food,Dairy,cheese slice,,object,none,v1_extended,FALSE,stage_5plus,anytime,FALSE,,,,Cheese slice comes from milk. | You can eat it at a meal or snack. | It tastes creamy or cheesy.,universal,canonical,draft,,"A {style} of a single square slice of cheese — a plain food item on a plain plate, no face, eyes, or mouth.",,1
food.anytime.cottage_cheese,Nouns,Food,Dairy,cottage cheese,,object,none,v1_extended,FALSE,stage_5plus,anytime,FALSE,,,,Cottage cheese comes from milk. | You can eat it at a meal or snack. | It tastes creamy or cheesy.,universal,canonical,draft,,"A {style} of a bowl of cottage cheese — a plain food item on a plain plate, no face, eyes, or mouth.",,2
food.anytime.cream_cheese,Nouns,Food,Dairy,cream cheese,,object,none,v1_extended,FALSE,stage_5plus,anytime,FALSE,,,,Cream cheese comes from milk. | You can eat it at a meal or snack. | It tastes creamy or cheesy.,universal,canonical,draft,,"A {style} of a small tub of cream cheese — a plain food item on a plain plate, no face, eyes, or mouth.",,3
food.anytime.sour_cream,Nouns,Food,Dairy,sour cream,,object,none,v1_extended,FALSE,stage_5plus,anytime,FALSE,,,,Sour cream comes from milk. | You can eat it at a meal or snack. | It tastes creamy or cheesy.,universal,canonical,draft,,"A {style} of a dollop of sour cream — a plain food item on a plain plate, no face, eyes, or mouth.",,4
food.anytime.whipped_cream,Nouns,Food,Dairy,whipped cream,,object,none,v1_extended,FALSE,stage_5plus,anytime,FALSE,,,,Whipped cream comes from milk. | You can eat it at a meal or snack. | It tastes creamy or cheesy.,universal,canonical,draft,,"A {style} of a swirl of whipped cream — a plain food item on a plain plate, no face, eyes, or mouth.",,5
food.anytime.ground_beef,Nouns,Food,Proteins,ground beef,,object,none,v1_extended,FALSE,stage_5plus,anytime,FALSE,,,,Ground beef is a protein food. | You might eat it at lunch or dinner. | It helps you grow strong.,universal,canonical,draft,,"A {style} of a plate of cooked ground beef — a plain food item on a plain plate, no face, eyes, or mouth.",,1
food.anytime.ham,Nouns,Food,Proteins,ham,,object,none,v1_extended,FALSE,stage_5plus,anytime,FALSE,,,,Ham is a protein food. | You might eat it at lunch or dinner. | It helps you grow strong.,universal,canonical,draft,,"A {style} of a slice of ham — a plain food item on a plain plate, no face, eyes, or mouth.",,2
food.anytime.tofu,Nouns,Food,Proteins,tofu,,object,none,v1_extended,FALSE,stage_5plus,anytime,FALSE,,,,Tofu is a protein food. | You might eat it at lunch or dinner. | It helps you grow strong.,universal,canonical,draft,,"A {style} of cubes of tofu — a plain food item on a plain plate, no face, eyes, or mouth.",,3
food.anytime.beans,Nouns,Food,Proteins,beans,,object,none,v1_extended,FALSE,stage_5plus,anytime,FALSE,,,,Beans is a protein food. | You might eat it at lunch or dinner. | It helps you grow strong.,universal,canonical,draft,,"A {style} of a bowl of cooked beans — a plain food item on a plain plate, no face, eyes, or mouth.",,4
food.anytime.lentils,Nouns,Food,Proteins,lentils,,object,none,v1_extended,FALSE,stage_5plus,anytime,FALSE,,,,Lentils is a protein food. | You might eat it at lunch or dinner. | It helps you grow strong.,universal,canonical,draft,,"A {style} of a bowl of lentils — a plain food item on a plain plate, no face, eyes, or mouth.",,5
food.anytime.tuna,Nouns,Food,Proteins,tuna,,object,none,v1_extended,FALSE,stage_5plus,anytime,FALSE,,,,Tuna is a protein food. | You might eat it at lunch or dinner. | It helps you grow strong.,universal,canonical,draft,,"A {style} of a scoop of tuna — a plain food item on a plain plate, no face, eyes, or mouth.",,6
food.anytime.coffee,Nouns,Food,Grown-up food,coffee,,object,none,v1_extended,FALSE,stage_5plus,anytime,FALSE,,,,Coffee is something grown-ups often have. | You might see a parent with it. | You can point to it to talk about it.,universal,canonical,draft,,"A {style} of a mug of hot coffee — a plain food item on a plain plate, no face, eyes, or mouth.",,1
food.anytime.creamer,Nouns,Food,Grown-up food,creamer,,object,none,v1_extended,FALSE,stage_5plus,anytime,FALSE,,,,Creamer is something grown-ups often have. | You might see a parent with it. | You can point to it to talk about it.,universal,canonical,draft,,"A {style} of a small pitcher of coffee creamer — a plain food item on a plain plate, no face, eyes, or mouth.",,2
food.anytime.sugar,Nouns,Food,Grown-up food,sugar,,object,none,v1_extended,FALSE,stage_5plus,anytime,FALSE,,,,Sugar is something grown-ups often have. | You might see a parent with it. | You can point to it to talk about it.,universal,canonical,draft,,"A {style} of a small bowl of white sugar with a spoon — a plain food item on a plain plate, no face, eyes, or mouth.",,3
food.anytime.tea_bag,Nouns,Food,Grown-up food,tea bag,,object,none,v1_extended,FALSE,stage_5plus,anytime,FALSE,,,,Tea bag is something grown-ups often have. | You might see a parent with it. | You can point to it to talk about it.,universal,canonical,draft,,"A {style} of a tea bag beside a mug — a plain food item on a plain plate, no face, eyes, or mouth.",,4
food.anytime.wine,Nouns,Food,Grown-up food,wine,,object,none,v1_extended,FALSE,stage_5plus,anytime,FALSE,,,,Wine is something grown-ups often have. | You might see a parent with it. | You can point to it to talk about it.,universal,canonical,draft,,"A {style} of a glass of red wine — a plain food item on a plain plate, no face, eyes, or mouth.",,5
food.anytime.beer,Nouns,Food,Grown-up food,beer,,object,none,v1_extended,FALSE,stage_5plus,anytime,FALSE,,,,Beer is something grown-ups often have. | You might see a parent with it. | You can point to it to talk about it.,universal,canonical,draft,,"A {style} of a glass of beer — a plain food item on a plain plate, no face, eyes, or mouth.",,6
food.anytime.hot_sauce,Nouns,Food,Grown-up food,hot sauce,,object,none,v1_extended,FALSE,stage_5plus,anytime,FALSE,,,,Hot sauce is something grown-ups often have. | You might see a parent with it. | You can point to it to talk about it.,universal,canonical,draft,,"A {style} of a small bottle of hot sauce — a plain food item on a plain plate, no face, eyes, or mouth.",,7
food.anytime.mustard,Nouns,Food,Condiments,mustard,,object,none,v1_extended,FALSE,stage_5plus,anytime,FALSE,,,,Mustard adds flavor to food. | You put a little on top. | It makes food taste different.,universal,canonical,draft,,"A {style} of a squeeze of yellow mustard — a plain food item on a plain plate, no face, eyes, or mouth.",,1
food.anytime.mayo,Nouns,Food,Condiments,mayonnaise,,object,none,v1_extended,FALSE,stage_5plus,anytime,FALSE,,,,Mayonnaise adds flavor to food. | You put a little on top. | It makes food taste different.,universal,canonical,draft,,"A {style} of a dollop of mayonnaise — a plain food item on a plain plate, no face, eyes, or mouth.",,2
food.anytime.ranch,Nouns,Food,Condiments,ranch,,object,none,v1_extended,FALSE,stage_5plus,anytime,FALSE,,,,Ranch adds flavor to food. | You put a little on top. | It makes food taste different.,universal,canonical,draft,,"A {style} of a small cup of ranch dip — a plain food item on a plain plate, no face, eyes, or mouth.",,3
food.anytime.honey,Nouns,Food,Condiments,honey,,object,none,v1_extended,FALSE,stage_5plus,anytime,FALSE,,,,Honey adds flavor to food. | You put a little on top. | It makes food taste different.,universal,canonical,draft,,"A {style} of a jar of golden honey with a dipper — a plain food item on a plain plate, no face, eyes, or mouth.",,4
food.anytime.soy_sauce,Nouns,Food,Condiments,soy sauce,,object,none,v1_extended,FALSE,stage_5plus,anytime,FALSE,,,,Soy sauce adds flavor to food. | You put a little on top. | It makes food taste different.,universal,canonical,draft,,"A {style} of a small dish of soy sauce — a plain food item on a plain plate, no face, eyes, or mouth.",,5
food.anytime.bbq_sauce,Nouns,Food,Condiments,barbecue sauce,,object,none,v1_extended,FALSE,stage_5plus,anytime,FALSE,,,,Barbecue sauce adds flavor to food. | You put a little on top. | It makes food taste different.,universal,canonical,draft,,"A {style} of a small cup of barbecue sauce — a plain food item on a plain plate, no face, eyes, or mouth.",,6
food.anytime.gravy,Nouns,Food,Condiments,gravy,,object,none,v1_extended,FALSE,stage_5plus,anytime,FALSE,,,,Gravy adds flavor to food. | You put a little on top. | It makes food taste different.,universal,canonical,draft,,"A {style} of a boat of brown gravy — a plain food item on a plain plate, no face, eyes, or mouth.",,7
food.anytime.salsa,Nouns,Food,Condiments,salsa,,object,none,v1_extended,FALSE,stage_5plus,anytime,FALSE,,,,Salsa adds flavor to food. | You put a little on top. | It makes food taste different.,universal,canonical,draft,,"A {style} of a bowl of red salsa — a plain food item on a plain plate, no face, eyes, or mouth.",,8
food.anytime.guacamole,Nouns,Food,Condiments,guacamole,,object,none,v1_extended,FALSE,stage_5plus,anytime,FALSE,,,,Guacamole adds flavor to food. | You put a little on top. | It makes food taste different.,universal,canonical,draft,,"A {style} of a bowl of green guacamole — a plain food item on a plain plate, no face, eyes, or mouth.",,9
food.anytime.sprinkles,Nouns,Food,Condiments,sprinkles,,object,none,v1_extended,FALSE,stage_5plus,anytime,FALSE,,,,Sprinkles adds flavor to food. | You put a little on top. | It makes food taste different.,universal,canonical,draft,,"A {style} of a scatter of colorful sprinkles — a plain food item on a plain plate, no face, eyes, or mouth.",,10
food.cuisine.mexican_food.nachos,Nouns,Food,Mexican food,nachos,,object,none,v1_extended,FALSE,stage_5plus,anytime,FALSE,,,,Nachos is a food you can eat. | It comes from Mexican cooking. | It tastes really good.,universal,canonical,draft,,"A {style} of a plate of nachos with cheese — a plain food item on a plain plate, no face, eyes, or mouth.",,1
food.cuisine.mexican_food.churros,Nouns,Food,Mexican food,churros,,object,none,v1_extended,FALSE,stage_5plus,anytime,FALSE,,,,Churros is a food you can eat. | It comes from Mexican cooking. | It tastes really good.,universal,canonical,draft,,"A {style} of a few cinnamon sugar churros — a plain food item on a plain plate, no face, eyes, or mouth.",,2
food.cuisine.mexican_food.tamale,Nouns,Food,Mexican food,tamale,,object,none,v1_extended,FALSE,stage_5plus,anytime,FALSE,,,,Tamale is a food you can eat. | It comes from Mexican cooking. | It tastes really good.,universal,canonical,draft,,"A {style} of a tamale in a corn husk — a plain food item on a plain plate, no face, eyes, or mouth.",,3
food.cuisine.mexican_food.guac_chips,Nouns,Food,Mexican food,chips and guacamole,,object,none,v1_extended,FALSE,stage_5plus,anytime,FALSE,,,,Chips and guacamole is a food you can eat. | It comes from Mexican cooking. | It tastes really good.,universal,canonical,draft,,"A {style} of tortilla chips with a bowl of guacamole — a plain food item on a plain plate, no face, eyes, or mouth.",,4
food.cuisine.mexican_food.refried_beans,Nouns,Food,Mexican food,refried beans,,object,none,v1_extended,FALSE,stage_5plus,anytime,FALSE,,,,Refried beans is a food you can eat. | It comes from Mexican cooking. | It tastes really good.,universal,canonical,draft,,"A {style} of a scoop of refried beans — a plain food item on a plain plate, no face, eyes, or mouth.",,5
food.cuisine.mexican_food.mexican_rice,Nouns,Food,Mexican food,mexican rice,,object,none,v1_extended,FALSE,stage_5plus,anytime,FALSE,,,,Mexican rice is a food you can eat. | It comes from Mexican cooking. | It tastes really good.,universal,canonical,draft,,"A {style} of a scoop of red mexican rice — a plain food item on a plain plate, no face, eyes, or mouth.",,6
food.cuisine.mexican_food.taquito,Nouns,Food,Mexican food,taquito,,object,none,v1_extended,FALSE,stage_5plus,anytime,FALSE,,,,Taquito is a food you can eat. | It comes from Mexican cooking. | It tastes really good.,universal,canonical,draft,,"A {style} of two crispy rolled taquitos — a plain food item on a plain plate, no face, eyes, or mouth.",,7
food.cuisine.mexican_food.elote,Nouns,Food,Mexican food,elote,,object,none,v1_extended,FALSE,stage_5plus,anytime,FALSE,,,,Elote is a food you can eat. | It comes from Mexican cooking. | It tastes really good.,universal,canonical,draft,,"A {style} of grilled mexican street corn on a stick — a plain food item on a plain plate, no face, eyes, or mouth.",,8
food.cuisine.mexican_food.flan,Nouns,Food,Mexican food,flan,,object,none,v1_extended,FALSE,stage_5plus,anytime,FALSE,,,,Flan is a food you can eat. | It comes from Mexican cooking. | It tastes really good.,universal,canonical,draft,,"A {style} of a slice of flan with caramel — a plain food item on a plain plate, no face, eyes, or mouth.",,9
food.cuisine.mexican_food.tostada,Nouns,Food,Mexican food,tostada,,object,none,v1_extended,FALSE,stage_5plus,anytime,FALSE,,,,Tostada is a food you can eat. | It comes from Mexican cooking. | It tastes really good.,universal,canonical,draft,,"A {style} of a flat crispy tostada with toppings — a plain food item on a plain plate, no face, eyes, or mouth.",,10
food.cuisine.italian_food.ravioli,Nouns,Food,Italian food,ravioli,,object,none,v1_extended,FALSE,stage_5plus,anytime,FALSE,,,,Ravioli is a food you can eat. | It comes from Italian cooking. | It tastes really good.,universal,canonical,draft,,"A {style} of a plate of cheese ravioli — a plain food item on a plain plate, no face, eyes, or mouth.",,1
food.cuisine.italian_food.fettuccine,Nouns,Food,Italian food,fettuccine alfredo,,object,none,v1_extended,FALSE,stage_5plus,anytime,FALSE,,,,Fettuccine alfredo is a food you can eat. | It comes from Italian cooking. | It tastes really good.,universal,canonical,draft,,"A {style} of fettuccine pasta in white sauce — a plain food item on a plain plate, no face, eyes, or mouth.",,2
food.cuisine.italian_food.gnocchi,Nouns,Food,Italian food,gnocchi,,object,none,v1_extended,FALSE,stage_5plus,anytime,FALSE,,,,Gnocchi is a food you can eat. | It comes from Italian cooking. | It tastes really good.,universal,canonical,draft,,"A {style} of a bowl of potato gnocchi — a plain food item on a plain plate, no face, eyes, or mouth.",,3
food.cuisine.italian_food.garlic_bread,Nouns,Food,Italian food,garlic bread,,object,none,v1_extended,FALSE,stage_5plus,anytime,FALSE,,,,Garlic bread is a food you can eat. | It comes from Italian cooking. | It tastes really good.,universal,canonical,draft,,"A {style} of a slice of garlic bread — a plain food item on a plain plate, no face, eyes, or mouth.",,4
food.cuisine.italian_food.calzone,Nouns,Food,Italian food,calzone,,object,none,v1_extended,FALSE,stage_5plus,anytime,FALSE,,,,Calzone is a food you can eat. | It comes from Italian cooking. | It tastes really good.,universal,canonical,draft,,"A {style} of a folded stuffed calzone — a plain food item on a plain plate, no face, eyes, or mouth.",,5
food.cuisine.italian_food.risotto,Nouns,Food,Italian food,risotto,,object,none,v1_extended,FALSE,stage_5plus,anytime,FALSE,,,,Risotto is a food you can eat. | It comes from Italian cooking. | It tastes really good.,universal,canonical,draft,,"A {style} of a bowl of creamy risotto — a plain food item on a plain plate, no face, eyes, or mouth.",,6
food.cuisine.italian_food.gelato,Nouns,Food,Italian food,gelato,,object,none,v1_extended,FALSE,stage_5plus,anytime,FALSE,,,,Gelato is a food you can eat. | It comes from Italian cooking. | It tastes really good.,universal,canonical,draft,,"A {style} of two scoops of colorful gelato in a cup — a plain food item on a plain plate, no face, eyes, or mouth.",,7
food.cuisine.italian_food.tortellini,Nouns,Food,Italian food,tortellini,,object,none,v1_extended,FALSE,stage_5plus,anytime,FALSE,,,,Tortellini is a food you can eat. | It comes from Italian cooking. | It tastes really good.,universal,canonical,draft,,"A {style} of a bowl of cheese tortellini — a plain food item on a plain plate, no face, eyes, or mouth.",,8
food.cuisine.italian_food.minestrone,Nouns,Food,Italian food,minestrone,,object,none,v1_extended,FALSE,stage_5plus,anytime,FALSE,,,,Minestrone is a food you can eat. | It comes from Italian cooking. | It tastes really good.,universal,canonical,draft,,"A {style} of a bowl of minestrone soup — a plain food item on a plain plate, no face, eyes, or mouth.",,9
food.cuisine.italian_food.bruschetta,Nouns,Food,Italian food,bruschetta,,object,none,v1_extended,FALSE,stage_5plus,anytime,FALSE,,,,Bruschetta is a food you can eat. | It comes from Italian cooking. | It tastes really good.,universal,canonical,draft,,"A {style} of toasted bread topped with tomatoes — a plain food item on a plain plate, no face, eyes, or mouth.",,10
food.cuisine.chinese_food.lo_mein,Nouns,Food,Chinese food,lo mein,,object,none,v1_extended,FALSE,stage_5plus,anytime,FALSE,,,,Lo mein is a food you can eat. | It comes from Chinese cooking. | It tastes really good.,universal,canonical,draft,,"A {style} of a plate of lo mein noodles — a plain food item on a plain plate, no face, eyes, or mouth.",,1
food.cuisine.chinese_food.spring_roll,Nouns,Food,Chinese food,spring roll,,object,none,v1_extended,FALSE,stage_5plus,anytime,FALSE,,,,Spring roll is a food you can eat. | It comes from Chinese cooking. | It tastes really good.,universal,canonical,draft,,"A {style} of two crispy spring rolls — a plain food item on a plain plate, no face, eyes, or mouth.",,2
food.cuisine.chinese_food.egg_roll,Nouns,Food,Chinese food,egg roll,,object,none,v1_extended,FALSE,stage_5plus,anytime,FALSE,,,,Egg roll is a food you can eat. | It comes from Chinese cooking. | It tastes really good.,universal,canonical,draft,,"A {style} of a golden egg roll — a plain food item on a plain plate, no face, eyes, or mouth.",,3
food.cuisine.chinese_food.orange_chicken,Nouns,Food,Chinese food,orange chicken,,object,none,v1_extended,FALSE,stage_5plus,anytime,FALSE,,,,Orange chicken is a food you can eat. | It comes from Chinese cooking. | It tastes really good.,universal,canonical,draft,,"A {style} of a plate of orange chicken over rice — a plain food item on a plain plate, no face, eyes, or mouth.",,4
food.cuisine.chinese_food.wonton_soup,Nouns,Food,Chinese food,wonton soup,,object,none,v1_extended,FALSE,stage_5plus,anytime,FALSE,,,,Wonton soup is a food you can eat. | It comes from Chinese cooking. | It tastes really good.,universal,canonical,draft,,"A {style} of a bowl of wonton soup — a plain food item on a plain plate, no face, eyes, or mouth.",,5
food.cuisine.chinese_food.bao,Nouns,Food,Chinese food,steamed bun,,object,none,v1_extended,FALSE,stage_5plus,anytime,FALSE,,,,Steamed bun is a food you can eat. | It comes from Chinese cooking. | It tastes really good.,universal,canonical,draft,,"A {style} of a soft white steamed bao bun — a plain food item on a plain plate, no face, eyes, or mouth.",,6
food.cuisine.chinese_food.potsticker,Nouns,Food,Chinese food,potsticker,,object,none,v1_extended,FALSE,stage_5plus,anytime,FALSE,,,,Potsticker is a food you can eat. | It comes from Chinese cooking. | It tastes really good.,universal,canonical,draft,,"A {style} of a few pan-fried potstickers — a plain food item on a plain plate, no face, eyes, or mouth.",,7
food.cuisine.chinese_food.fortune_cookie,Nouns,Food,Chinese food,fortune cookie,,object,none,v1_extended,FALSE,stage_5plus,anytime,FALSE,,,,Fortune cookie is a food you can eat. | It comes from Chinese cooking. | It tastes really good.,universal,canonical,draft,,"A {style} of a folded fortune cookie — a plain food item on a plain plate, no face, eyes, or mouth.",,8
food.cuisine.chinese_food.sweet_sour,Nouns,Food,Chinese food,sweet and sour chicken,,object,none,v1_extended,FALSE,stage_5plus,anytime,FALSE,,,,Sweet and sour chicken is a food you can eat. | It comes from Chinese cooking. | It tastes really good.,universal,canonical,draft,,"A {style} of sweet and sour chicken with pineapple — a plain food item on a plain plate, no face, eyes, or mouth.",,9
food.cuisine.japanese_food.edamame,Nouns,Food,Japanese food,edamame,,object,none,v1_extended,FALSE,stage_5plus,anytime,FALSE,,,,Edamame is a food you can eat. | It comes from Japanese cooking. | It tastes really good.,universal,canonical,draft,,"A {style} of a bowl of green edamame pods — a plain food item on a plain plate, no face, eyes, or mouth.",,1
food.cuisine.japanese_food.teriyaki,Nouns,Food,Japanese food,teriyaki chicken,,object,none,v1_extended,FALSE,stage_5plus,anytime,FALSE,,,,Teriyaki chicken is a food you can eat. | It comes from Japanese cooking. | It tastes really good.,universal,canonical,draft,,"A {style} of teriyaki chicken over rice — a plain food item on a plain plate, no face, eyes, or mouth.",,2
food.cuisine.japanese_food.miso_soup,Nouns,Food,Japanese food,miso soup,,object,none,v1_extended,FALSE,stage_5plus,anytime,FALSE,,,,Miso soup is a food you can eat. | It comes from Japanese cooking. | It tastes really good.,universal,canonical,draft,,"A {style} of a bowl of miso soup — a plain food item on a plain plate, no face, eyes, or mouth.",,3
food.cuisine.japanese_food.onigiri,Nouns,Food,Japanese food,rice ball,,object,none,v1_extended,FALSE,stage_5plus,anytime,FALSE,,,,Rice ball is a food you can eat. | It comes from Japanese cooking. | It tastes really good.,universal,canonical,draft,,"A {style} of a triangle rice ball wrapped in seaweed — a plain food item on a plain plate, no face, eyes, or mouth.",,4
food.cuisine.japanese_food.tempura,Nouns,Food,Japanese food,tempura,,object,none,v1_extended,FALSE,stage_5plus,anytime,FALSE,,,,Tempura is a food you can eat. | It comes from Japanese cooking. | It tastes really good.,universal,canonical,draft,,"A {style} of a plate of crispy shrimp tempura — a plain food item on a plain plate, no face, eyes, or mouth.",,5
food.cuisine.japanese_food.mochi,Nouns,Food,Japanese food,mochi,,object,none,v1_extended,FALSE,stage_5plus,anytime,FALSE,,,,Mochi is a food you can eat. | It comes from Japanese cooking. | It tastes really good.,universal,canonical,draft,,"A {style} of three colorful round mochi — a plain food item on a plain plate, no face, eyes, or mouth.",,6
food.cuisine.indian_food.naan_i,Nouns,Food,Indian food,butter naan,,object,none,v1_extended,FALSE,stage_5plus,anytime,FALSE,,,,Butter naan is a food you can eat. | It comes from Indian cooking. | It tastes really good.,universal,canonical,draft,,"A {style} of a piece of soft buttered naan — a plain food item on a plain plate, no face, eyes, or mouth.",,1
food.cuisine.indian_food.samosa,Nouns,Food,Indian food,samosa,,object,none,v1_extended,FALSE,stage_5plus,anytime,FALSE,,,,Samosa is a food you can eat. | It comes from Indian cooking. | It tastes really good.,universal,canonical,draft,,"A {style} of two triangle samosas — a plain food item on a plain plate, no face, eyes, or mouth.",,2
food.cuisine.indian_food.butter_chicken,Nouns,Food,Indian food,butter chicken,,object,none,v1_extended,FALSE,stage_5plus,anytime,FALSE,,,,Butter chicken is a food you can eat. | It comes from Indian cooking. | It tastes really good.,universal,canonical,draft,,"A {style} of butter chicken over rice — a plain food item on a plain plate, no face, eyes, or mouth.",,3
food.cuisine.indian_food.tikka,Nouns,Food,Indian food,chicken tikka,,object,none,v1_extended,FALSE,stage_5plus,anytime,FALSE,,,,Chicken tikka is a food you can eat. | It comes from Indian cooking. | It tastes really good.,universal,canonical,draft,,"A {style} of chicken tikka pieces — a plain food item on a plain plate, no face, eyes, or mouth.",,4
food.cuisine.indian_food.dal,Nouns,Food,Indian food,dal,,object,none,v1_extended,FALSE,stage_5plus,anytime,FALSE,,,,Dal is a food you can eat. | It comes from Indian cooking. | It tastes really good.,universal,canonical,draft,,"A {style} of a bowl of yellow lentil dal — a plain food item on a plain plate, no face, eyes, or mouth.",,5
food.cuisine.indian_food.mango_lassi,Nouns,Food,Indian food,mango lassi,,object,none,v1_extended,FALSE,stage_5plus,anytime,FALSE,,,,Mango lassi is a food you can eat. | It comes from Indian cooking. | It tastes really good.,universal,canonical,draft,,"A {style} of a glass of mango lassi — a plain food item on a plain plate, no face, eyes, or mouth.",,6
food.cuisine.japanese_food.udon,Nouns,Food,Japanese food,udon,,object,none,v1_extended,FALSE,stage_5plus,anytime,FALSE,,,,Udon is a food you can eat. | It comes from Japanese cooking. | It tastes really good.,universal,canonical,draft,,"A {style} of a bowl of thick udon noodles in broth — a plain food item on a plain plate, no face, eyes, or mouth.",,7
food.cuisine.japanese_food.gyoza,Nouns,Food,Japanese food,gyoza,,object,none,v1_extended,FALSE,stage_5plus,anytime,FALSE,,,,Gyoza is a food you can eat. | It comes from Japanese cooking. | It tastes really good.,universal,canonical,draft,,"A {style} of a few pan-fried gyoza dumplings — a plain food item on a plain plate, no face, eyes, or mouth.",,8
