id,column,category,subcategory,label,pronunciation,subject_mode,parent_photo_behavior,phase,core,growth_stage,meal_context,is_gestalt,gestalt_type,gestalt_meaning,gestalt_target_words,descriptive_clues,audience,authoring_kind,status,prompt_template,notes
nouns.nature.plants.dandelion,Nouns,Nature,Plants,Dandelion,,object,none,v1_extended,false,stage_5plus,,false,,,,"A Dandelion is a kind of plant. | Plants grow from the ground and need sunshine and water. | You can say 'look, a Dandelion!' or 'I see a Dandelion.'",universal,canonical,draft,"A {style} of a single Dandelion, a single clear subject centered and filling most of the frame on a plain soft pastel background; soft even lighting, bright cheerful colors, the meaning obvious at a glance to a toddler; minimal extra detail. At the bottom, include a clean caption reading ""Dandelion"", spelled exactly, in a simple friendly rounded font; no other text or logos.",
nouns.nature.plants.sargassum,Nouns,Nature,Plants,Sargassum,,object,none,v1_extended,false,stage_5plus,,false,,,,"A Sargassum is a kind of plant. | Plants grow from the ground and need sunshine and water. | You can say 'look, a Sargassum!' or 'I see a Sargassum.'",universal,canonical,draft,"A {style} of a single Sargassum, a single clear subject centered and filling most of the frame on a plain soft pastel background; soft even lighting, bright cheerful colors, the meaning obvious at a glance to a toddler; minimal extra detail. At the bottom, include a clean caption reading ""Sargassum"", spelled exactly, in a simple friendly rounded font; no other text or logos.",
nouns.nature.plants.aloe_vera,Nouns,Nature,Plants,Aloe vera,,object,none,v1_extended,false,stage_5plus,,false,,,,"A Aloe vera is a kind of plant. | Plants grow from the ground and need sunshine and water. | You can say 'look, a Aloe vera!' or 'I see a Aloe vera.'",universal,canonical,draft,"A {style} of a single Aloe vera, a single clear subject centered and filling most of the frame on a plain soft pastel background; soft even lighting, bright cheerful colors, the meaning obvious at a glance to a toddler; minimal extra detail. At the bottom, include a clean caption reading ""Aloe vera"", spelled exactly, in a simple friendly rounded font; no other text or logos.",
nouns.nature.plants.lavender,Nouns,Nature,Plants,Lavender,,object,none,v1_extended,false,stage_5plus,,false,,,,"A Lavender is a kind of plant. | Plants grow from the ground and need sunshine and water. | You can say 'look, a Lavender!' or 'I see a Lavender.'",universal,canonical,draft,"A {style} of a single Lavender, a single clear subject centered and filling most of the frame on a plain soft pastel background; soft even lighting, bright cheerful colors, the meaning obvious at a glance to a toddler; minimal extra detail. At the bottom, include a clean caption reading ""Lavender"", spelled exactly, in a simple friendly rounded font; no other text or logos.",
nouns.nature.plants.ivy,Nouns,Nature,Plants,Ivy,,object,none,v1_extended,false,stage_5plus,,false,,,,"A Ivy is a kind of plant. | Plants grow from the ground and need sunshine and water. | You can say 'look, a Ivy!' or 'I see a Ivy.'",universal,canonical,draft,"A {style} of a single Ivy, a single clear subject centered and filling most of the frame on a plain soft pastel background; soft even lighting, bright cheerful colors, the meaning obvious at a glance to a toddler; minimal extra detail. At the bottom, include a clean caption reading ""Ivy"", spelled exactly, in a simple friendly rounded font; no other text or logos.",
nouns.nature.plants.mangrove,Nouns,Nature,Plants,Mangrove,,object,none,v1_extended,false,stage_5plus,,false,,,,"A Mangrove is a kind of plant. | Plants grow from the ground and need sunshine and water. | You can say 'look, a Mangrove!' or 'I see a Mangrove.'",universal,canonical,draft,"A {style} of a single Mangrove, a single clear subject centered and filling most of the frame on a plain soft pastel background; soft even lighting, bright cheerful colors, the meaning obvious at a glance to a toddler; minimal extra detail. At the bottom, include a clean caption reading ""Mangrove"", spelled exactly, in a simple friendly rounded font; no other text or logos.",
nouns.nature.plants.bush,Nouns,Nature,Plants,Bush,,object,none,v1_extended,false,stage_5plus,,false,,,,"A Bush is a kind of plant. | Plants grow from the ground and need sunshine and water. | You can say 'look, a Bush!' or 'I see a Bush.'",universal,canonical,draft,"A {style} of a single Bush, a single clear subject centered and filling most of the frame on a plain soft pastel background; soft even lighting, bright cheerful colors, the meaning obvious at a glance to a toddler; minimal extra detail. At the bottom, include a clean caption reading ""Bush"", spelled exactly, in a simple friendly rounded font; no other text or logos.",
nouns.nature.plants.pine_tree,Nouns,Nature,Plants,Pine tree,,object,none,v1_extended,false,stage_5plus,,false,,,,"A Pine tree is a kind of plant. | Plants grow from the ground and need sunshine and water. | You can say 'look, a Pine tree!' or 'I see a Pine tree.'",universal,canonical,draft,"A {style} of a single Pine tree, a single clear subject centered and filling most of the frame on a plain soft pastel background; soft even lighting, bright cheerful colors, the meaning obvious at a glance to a toddler; minimal extra detail. At the bottom, include a clean caption reading ""Pine tree"", spelled exactly, in a simple friendly rounded font; no other text or logos.",
nouns.nature.plants.orchid,Nouns,Nature,Plants,Orchid,,object,none,v1_extended,false,stage_5plus,,false,,,,"A Orchid is a kind of plant. | Plants grow from the ground and need sunshine and water. | You can say 'look, a Orchid!' or 'I see a Orchid.'",universal,canonical,draft,"A {style} of a single Orchid, a single clear subject centered and filling most of the frame on a plain soft pastel background; soft even lighting, bright cheerful colors, the meaning obvious at a glance to a toddler; minimal extra detail. At the bottom, include a clean caption reading ""Orchid"", spelled exactly, in a simple friendly rounded font; no other text or logos.",
nouns.nature.plants.palm_tree,Nouns,Nature,Plants,Palm tree,,object,none,v1_extended,false,stage_5plus,,false,,,,"A Palm tree is a kind of plant. | Plants grow from the ground and need sunshine and water. | You can say 'look, a Palm tree!' or 'I see a Palm tree.'",universal,canonical,draft,"A {style} of a single Palm tree, a single clear subject centered and filling most of the frame on a plain soft pastel background; soft even lighting, bright cheerful colors, the meaning obvious at a glance to a toddler; minimal extra detail. At the bottom, include a clean caption reading ""Palm tree"", spelled exactly, in a simple friendly rounded font; no other text or logos.",
nouns.nature.plants.mint,Nouns,Nature,Plants,Mint,,object,none,v1_extended,false,stage_5plus,,false,,,,"A Mint is a kind of plant. | Plants grow from the ground and need sunshine and water. | You can say 'look, a Mint!' or 'I see a Mint.'",universal,canonical,draft,"A {style} of a single Mint, a single clear subject centered and filling most of the frame on a plain soft pastel background; soft even lighting, bright cheerful colors, the meaning obvious at a glance to a toddler; minimal extra detail. At the bottom, include a clean caption reading ""Mint"", spelled exactly, in a simple friendly rounded font; no other text or logos.",
nouns.nature.plants.lily,Nouns,Nature,Plants,Lily,,object,none,v1_extended,false,stage_5plus,,false,,,,"A Lily is a kind of plant. | Plants grow from the ground and need sunshine and water. | You can say 'look, a Lily!' or 'I see a Lily.'",universal,canonical,draft,"A {style} of a single Lily, a single clear subject centered and filling most of the frame on a plain soft pastel background; soft even lighting, bright cheerful colors, the meaning obvious at a glance to a toddler; minimal extra detail. At the bottom, include a clean caption reading ""Lily"", spelled exactly, in a simple friendly rounded font; no other text or logos.",
nouns.nature.plants.sea_lettuce,Nouns,Nature,Plants,Sea lettuce,,object,none,v1_extended,false,stage_5plus,,false,,,,"A Sea lettuce is a kind of plant. | Plants grow from the ground and need sunshine and water. | You can say 'look, a Sea lettuce!' or 'I see a Sea lettuce.'",universal,canonical,draft,"A {style} of a single Sea lettuce, a single clear subject centered and filling most of the frame on a plain soft pastel background; soft even lighting, bright cheerful colors, the meaning obvious at a glance to a toddler; minimal extra detail. At the bottom, include a clean caption reading ""Sea lettuce"", spelled exactly, in a simple friendly rounded font; no other text or logos.",
nouns.animals.forest.crow,Nouns,Animals,Forest,Crow,,object,none,v1_extended,false,stage_5plus,,false,,,,"A Crow lives in the forest. | Forest animals make their homes among the trees. | You can say 'look, a Crow!' or 'I see a Crow.'",universal,canonical,draft,"A {style} of a single friendly Crow, a single clear subject centered and filling most of the frame on a plain soft pastel background; soft even lighting, bright cheerful colors, the meaning obvious at a glance to a toddler; minimal extra detail. At the bottom, include a clean caption reading ""Crow"", spelled exactly, in a simple friendly rounded font; no other text or logos.",
nouns.animals.forest.woodpecker,Nouns,Animals,Forest,Woodpecker,,object,none,v1_extended,false,stage_5plus,,false,,,,"A Woodpecker lives in the forest. | Forest animals make their homes among the trees. | You can say 'look, a Woodpecker!' or 'I see a Woodpecker.'",universal,canonical,draft,"A {style} of a single friendly Woodpecker, a single clear subject centered and filling most of the frame on a plain soft pastel background; soft even lighting, bright cheerful colors, the meaning obvious at a glance to a toddler; minimal extra detail. At the bottom, include a clean caption reading ""Woodpecker"", spelled exactly, in a simple friendly rounded font; no other text or logos.",
nouns.animals.forest.moose,Nouns,Animals,Forest,Moose,,object,none,v1_extended,false,stage_5plus,,false,,,,"A Moose lives in the forest. | Forest animals make their homes among the trees. | You can say 'look, a Moose!' or 'I see a Moose.'",universal,canonical,draft,"A {style} of a single friendly Moose, a single clear subject centered and filling most of the frame on a plain soft pastel background; soft even lighting, bright cheerful colors, the meaning obvious at a glance to a toddler; minimal extra detail. At the bottom, include a clean caption reading ""Moose"", spelled exactly, in a simple friendly rounded font; no other text or logos.",
nouns.animals.jungle.chimpanzee,Nouns,Animals,Jungle,Chimpanzee,,object,none,v1_extended,false,stage_5plus,,false,,,,"A Chimpanzee lives in the jungle. | The jungle is a warm, leafy place full of animals. | You can say 'look, a Chimpanzee!' or 'I see a Chimpanzee.'",universal,canonical,draft,"A {style} of a single friendly Chimpanzee, a single clear subject centered and filling most of the frame on a plain soft pastel background; soft even lighting, bright cheerful colors, the meaning obvious at a glance to a toddler; minimal extra detail. At the bottom, include a clean caption reading ""Chimpanzee"", spelled exactly, in a simple friendly rounded font; no other text or logos.",
nouns.animals.jungle.toucan,Nouns,Animals,Jungle,Toucan,,object,none,v1_extended,false,stage_5plus,,false,,,,"A Toucan lives in the jungle. | The jungle is a warm, leafy place full of animals. | You can say 'look, a Toucan!' or 'I see a Toucan.'",universal,canonical,draft,"A {style} of a single friendly Toucan, a single clear subject centered and filling most of the frame on a plain soft pastel background; soft even lighting, bright cheerful colors, the meaning obvious at a glance to a toddler; minimal extra detail. At the bottom, include a clean caption reading ""Toucan"", spelled exactly, in a simple friendly rounded font; no other text or logos.",
nouns.animals.sea.sea_lion,Nouns,Animals,Sea,Sea lion,,object,none,v1_extended,false,stage_5plus,,false,,,,"A Sea lion lives in the ocean. | Sea animals swim and dive in the deep blue water. | You can say 'look, a Sea lion!' or 'I see a Sea lion.'",universal,canonical,draft,"A {style} of a single friendly Sea lion, a single clear subject centered and filling most of the frame on a plain soft pastel background; soft even lighting, bright cheerful colors, the meaning obvious at a glance to a toddler; minimal extra detail. At the bottom, include a clean caption reading ""Sea lion"", spelled exactly, in a simple friendly rounded font; no other text or logos.",
nouns.animals.sea.eel,Nouns,Animals,Sea,Eel,,object,none,v1_extended,false,stage_5plus,,false,,,,"A Eel lives in the ocean. | Sea animals swim and dive in the deep blue water. | You can say 'look, a Eel!' or 'I see a Eel.'",universal,canonical,draft,"A {style} of a single friendly Eel, a single clear subject centered and filling most of the frame on a plain soft pastel background; soft even lighting, bright cheerful colors, the meaning obvious at a glance to a toddler; minimal extra detail. At the bottom, include a clean caption reading ""Eel"", spelled exactly, in a simple friendly rounded font; no other text or logos.",
nouns.animals.sea.manatee,Nouns,Animals,Sea,Manatee,,object,none,v1_extended,false,stage_5plus,,false,,,,"A Manatee lives in the ocean. | Sea animals swim and dive in the deep blue water. | You can say 'look, a Manatee!' or 'I see a Manatee.'",universal,canonical,draft,"A {style} of a single friendly Manatee, a single clear subject centered and filling most of the frame on a plain soft pastel background; soft even lighting, bright cheerful colors, the meaning obvious at a glance to a toddler; minimal extra detail. At the bottom, include a clean caption reading ""Manatee"", spelled exactly, in a simple friendly rounded font; no other text or logos.",
nouns.animals.sea.sea_turtle,Nouns,Animals,Sea,Sea turtle,,object,none,v1_extended,false,stage_5plus,,false,,,,"A Sea turtle lives in the ocean. | Sea animals swim and dive in the deep blue water. | You can say 'look, a Sea turtle!' or 'I see a Sea turtle.'",universal,canonical,draft,"A {style} of a single friendly Sea turtle, a single clear subject centered and filling most of the frame on a plain soft pastel background; soft even lighting, bright cheerful colors, the meaning obvious at a glance to a toddler; minimal extra detail. At the bottom, include a clean caption reading ""Sea turtle"", spelled exactly, in a simple friendly rounded font; no other text or logos.",
nouns.animals.polar.arctic_hare,Nouns,Animals,Polar,Arctic hare,,object,none,v1_extended,false,stage_5plus,,false,,,,"A Arctic hare lives where it is cold and snowy. | Arctic animals have thick fur or feathers to stay warm. | You can say 'look, a Arctic hare!' or 'I see a Arctic hare.'",universal,canonical,draft,"A {style} of a single friendly Arctic hare, a single clear subject centered and filling most of the frame on a plain soft pastel background; soft even lighting, bright cheerful colors, the meaning obvious at a glance to a toddler; minimal extra detail. At the bottom, include a clean caption reading ""Arctic hare"", spelled exactly, in a simple friendly rounded font; no other text or logos.",
